"","Offense","Description","Neighborhood","Precinct","UCRCode","Time","Month","Year","Date","Longitude","Latitude"
"1","ASLT2","Asslt W/dngrs Weapon","DOWNTOWN WEST",1,5,"13:22:00","Jan","2015","2015-01-21",-93.28022,44.977928
"2","THEFT","Other Theft","HAWTHORNE",4,7,"00:00:00","Jan","2015","2015-01-21",-93.289078,45.00037
"3","AUTOTH","Motor Vehicle Theft","DOWNTOWN WEST",1,8,"13:23:00","Jan","2015","2015-01-21",-93.271652,44.972519
"4","THEFT","Other Theft","DOWNTOWN WEST",1,7,"11:00:00","Jan","2015","2015-01-21",-93.276031,44.974701
"5","TFMV","Theft From Motr Vehc","JORDAN",4,7,"12:15:00","Jan","2015","2015-01-21",-93.311577,45.00602
"6","THEFT","Other Theft","ERICSSON",3,7,"15:30:00","Jan","2015","2015-01-21",-93.23175,44.926521
"7","BURGD","Burglary Of Dwelling","WILLARD - HAY",4,6,"14:00:00","Jan","2015","2015-01-21",-93.307838,44.994431
"8","BURGD","Burglary Of Dwelling","NEAR - NORTH",4,6,"14:00:00","Jan","2015","2015-01-21",-93.299072,44.998451
"9","THEFT","Other Theft","WILLARD - HAY",4,7,"15:30:00","Jan","2015","2015-01-21",-93.30658,44.998489
"10","BURGD","Burglary Of Dwelling","HAWTHORNE",4,6,"13:57:00","Jan","2015","2015-01-21",-93.285088,45.012218
"11","THEFT","Other Theft","DOWNTOWN WEST",1,7,"15:00:00","Jan","2015","2015-01-21",-93.272926,44.976681
"12","THEFT","Other Theft","PHILLIPS WEST",3,7,"13:05:00","Jan","2015","2015-01-21",-93.264381,44.959419
"13","BURGD","Burglary Of Dwelling","WINDOM PARK",2,6,"18:00:00","Jan","2015","2015-01-21",-93.243607,45.010139
"14","THEFT","Other Theft","DOWNTOWN WEST",1,7,"16:20:00","Jan","2015","2015-01-21",-93.272926,44.976681
"15","TFPER","Theft From Person","LOGAN PARK",2,7,"16:10:00","Jan","2015","2015-01-21",-93.25499,45.0009
"16","BIKETF","Bike Theft","PROSPECT PARK - EAST RIVER ROAD",2,7,"21:30:00","Jan","2015","2015-01-21",-93.222702,44.970711
"17","BIKETF","Bike Theft","LOWRY HILL EAST",5,7,"00:00:00","Jan","2015","2015-01-21",-93.289902,44.96236
"18","THEFT","Other Theft","POWDERHORN PARK",3,7,"14:00:00","Jan","2015","2015-01-21",-93.262108,44.934299
"19","THFTSW","Theft By Swindle","WEST CALHOUN",5,7,"16:15:00","Jan","2015","2015-01-21",-93.32132,44.94722
"20","DASLT2","2nd Deg Domes Aslt","WILLARD - HAY",4,5,"18:35:00","Jan","2015","2015-01-21",-93.307838,44.994431
"21","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"19:27:00","Jan","2015","2015-01-21",-93.273338,44.974911
"22","BURGD","Burglary Of Dwelling","SEWARD",3,6,"08:35:00","Jan","2015","2015-01-21",-93.241737,44.961239
"23","BURGD","Burglary Of Dwelling","SHINGLE CREEK",4,6,"09:00:00","Jan","2015","2015-01-21",-93.317802,45.044258
"24","THEFT","Other Theft","ELLIOT PARK",1,7,"17:11:00","Jan","2015","2015-01-19",-93.258911,44.968441
"25","THEFT","Other Theft","DOWNTOWN WEST",1,7,"12:00:00","Jan","2015","2015-01-21",-93.272926,44.976681
"26","THEFT","Other Theft","HOLLAND",2,7,"21:12:00","Jan","2015","2015-01-21",-93.252441,45.013161
"27","ROBPAG","Robbery Per Agg","WHITTIER",5,4,"20:07:00","Jan","2015","2015-01-21",-93.275291,44.962688
"28","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"22:00:00","Jan","2015","2015-01-21",-93.260391,44.93829
"29","SHOPLF","Shoplifting","POWDERHORN PARK",3,7,"20:33:00","Jan","2015","2015-01-21",-93.261658,44.948071
"30","THEFT","Other Theft","NEAR - NORTH",4,7,"12:00:00","Jan","2015","2015-01-21",-93.2892,44.998249
"31","AUTOTH","Motor Vehicle Theft","FOLWELL",4,8,"15:00:00","Jan","2015","2015-01-21",-93.295227,45.019138
"32","BURGD","Burglary Of Dwelling","WENONAH",3,6,"09:00:00","Jan","2015","2015-01-21",-93.239067,44.899021
"33","THEFT","Other Theft","LONGFELLOW",3,7,"20:30:00","Jan","2015","2015-01-21",-93.235672,44.951511
"34","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"21:33:00","Jan","2015","2015-01-22",-93.275368,44.97604
"35","THEFT","Other Theft","NORTH LOOP",1,7,"21:15:00","Jan","2015","2015-01-22",-93.269096,44.98299
"36","AUTOTH","Motor Vehicle Theft","NORTHROP",3,8,"19:30:00","Jan","2015","2015-01-22",-93.254601,44.917221
"37","TFMV","Theft From Motr Vehc","HAWTHORNE",4,7,"16:00:00","Jan","2015","2015-01-22",-93.281647,45.012829
"38","BURGD","Burglary Of Dwelling","ERICSSON",3,6,"18:30:00","Jan","2015","2015-01-22",-93.229958,44.917488
"39","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"19:15:00","Jan","2015","2015-01-22",-93.278839,44.928921
"40","BURGD","Burglary Of Dwelling","LINDEN HILLS",5,6,"20:00:00","Jan","2015","2015-01-22",-93.325752,44.930809
"41","AUTOTH","Motor Vehicle Theft","NEAR - NORTH",4,8,"06:20:00","Jan","2015","2015-01-22",-93.299858,44.988571
"42","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"08:25:00","Jan","2015","2015-01-22",-93.265968,44.975552
"43","TMVP","Theft-motr Veh Parts","NORTH LOOP",1,7,"19:00:00","Jan","2015","2015-01-22",-93.28508,44.990009
"44","THEFT","Other Theft","AUDUBON PARK",2,7,"16:10:00","Jan","2015","2015-01-22",-93.234367,45.020538
"45","THEFT","Other Theft","LORING PARK",1,7,"00:01:00","Jan","2015","2015-01-22",-93.278221,44.97192
"46","TFMV","Theft From Motr Vehc","MIDTOWN PHILLIPS",3,7,"23:08:00","Jan","2015","2015-01-22",-93.258293,44.94862
"47","TFMV","Theft From Motr Vehc","EAST PHILLIPS",3,7,"00:00:00","Jan","2015","2015-01-22",-93.241142,44.948502
"48","BURGD","Burglary Of Dwelling","STANDISH",3,6,"00:00:00","Jan","2015","2015-01-22",-93.22921,44.92836
"49","THEFT","Other Theft","PHILLIPS WEST",3,7,"00:00:00","Jan","2015","2015-01-22",-93.26767,44.959148
"50","ROBPER","Robbery Of Person","LOWRY HILL EAST",5,4,"23:30:00","Jan","2015","2015-01-22",-93.296982,44.953739
"51","THEFT","Other Theft","LORING PARK",1,7,"12:00:00","Jan","2015","2015-01-22",-93.284569,44.968288
"52","THEFT","Other Theft","UNIVERSITY OF MINNESOTA",2,7,"00:00:00","Jan","2015","2015-01-22",-93.22963,44.973518
"53","AUTOTH","Motor Vehicle Theft","LYNDALE",5,8,"12:49:00","Jan","2015","2015-01-22",-93.27832,44.938068
"54","THEFT","Other Theft","SUMNER - GLENWOOD",4,7,"19:30:00","Jan","2015","2015-01-22",-93.29084,44.982899
"55","THEFT","Other Theft","DOWNTOWN EAST",1,7,"03:00:00","Jan","2015","2015-01-22",-93.254761,44.971481
"56","TFMV","Theft From Motr Vehc","NORTH LOOP",4,7,"00:00:00","Jan","2015","2015-01-22",-93.286057,44.98
"57","TFMV","Theft From Motr Vehc","STANDISH",3,7,"12:40:00","Jan","2015","2015-01-22",-93.230843,44.92905
"58","THEFT","Other Theft","LORING PARK",1,7,"13:30:00","Jan","2015","2015-01-22",-93.27684,44.96838
"59","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"07:00:00","Jan","2015","2015-01-22",-93.251572,44.946709
"60","THEFT","Other Theft","WEBBER - CAMDEN",4,7,"11:45:00","Jan","2015","2015-01-22",-93.296829,45.036201
"61","BURGD","Burglary Of Dwelling","FIELD",3,6,"14:20:00","Jan","2015","2015-01-22",-93.264259,44.914928
"62","TFMV","Theft From Motr Vehc","HARRISON",4,7,"03:30:00","Jan","2015","2015-01-22",-93.311081,44.982658
"63","THEFT","Other Theft","WAITE PARK",2,7,"15:30:00","Jan","2015","2015-01-22",-93.239861,45.030849
"64","THEFT","Other Theft","WHITTIER",5,7,"18:30:00","Jan","2015","2015-01-22",-93.277611,44.955341
"65","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"22:00:00","Jan","2015","2015-01-22",-93.279762,44.978199
"66","ROBPAG","Robbery Per Agg","WINDOM PARK",2,4,"15:30:00","Jan","2015","2015-01-22",-93.242081,45.007938
"67","THEFT","Other Theft","LONGFELLOW",3,7,"15:30:00","Jan","2015","2015-01-22",-93.235672,44.951511
"68","THEFT","Other Theft","WHITTIER",5,7,"02:00:00","Jan","2015","2015-01-22",-93.287598,44.962528
"69","THEFT","Other Theft","DIAMOND LAKE",3,7,"01:00:00","Jan","2015","2015-01-22",-93.258614,44.900768
"70","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"17:28:00","Jan","2015","2015-01-22",-93.275017,44.974751
"71","BURGD","Burglary Of Dwelling","SEWARD",3,6,"10:15:00","Jan","2015","2015-01-22",-93.223038,44.960419
"72","THEFT","Other Theft","NORTHEAST PARK",2,7,"16:46:00","Jan","2015","2015-01-22",-93.228127,45.004391
"73","BURGD","Burglary Of Dwelling","ELLIOT PARK",1,6,"17:30:00","Jan","2015","2015-01-22",-93.264717,44.968689
"74","TFMV","Theft From Motr Vehc","CORCORAN",3,7,"22:00:00","Jan","2015","2015-01-22",-93.245232,44.946411
"75","AUTOTH","Motor Vehicle Theft","CLEVELAND",4,8,"17:44:00","Jan","2015","2015-01-22",-93.310837,45.022282
"76","THEFT","Other Theft","NEAR - NORTH",4,7,"15:00:00","Jan","2015","2015-01-22",-93.294868,44.985802
"77","ROBPER","Robbery Of Person","VICTORY",4,4,"18:35:00","Jan","2015","2015-01-22",-93.30938,45.03009
"78","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"18:15:00","Jan","2015","2015-01-22",-93.272926,44.976681
"79","ASLT2","Asslt W/dngrs Weapon","DOWNTOWN WEST",1,5,"18:55:00","Jan","2015","2015-01-22",-93.270149,44.98061
"80","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:00:00","Jan","2015","2015-01-22",-93.269897,44.974171
"81","ROBPAG","Robbery Per Agg","CORCORAN",3,4,"20:15:00","Jan","2015","2015-01-22",-93.245232,44.948059
"82","TFMV","Theft From Motr Vehc","HOWE",3,7,"17:00:00","Jan","2015","2015-01-22",-93.224541,44.934311
"83","TFMV","Theft From Motr Vehc","LOWRY HILL EAST",5,7,"17:45:00","Jan","2015","2015-01-22",-93.296921,44.94939
"84","SHOPLF","Shoplifting","LONGFELLOW",3,7,"22:30:00","Jan","2015","2015-01-22",-93.236366,44.949348
"85","THFTSW","Theft By Swindle","JORDAN",4,7,"00:00:00","Jan","2015","2015-01-22",-93.294518,45.011238
"86","SHOPLF","Shoplifting","NEAR - NORTH",4,7,"21:28:00","Jan","2015","2015-01-23",-93.287872,44.999008
"87","THEFT","Other Theft","JORDAN",4,7,"21:33:00","Jan","2015","2015-01-23",-93.294319,45.009548
"88","CSCR","Crim Sex Cond-rape","WEBBER - CAMDEN",4,3,"21:30:00","Jan","2015","2015-01-23",-93.29155,45.029251
"89","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"01:11:00","Jan","2015","2015-01-23",-93.274788,44.977982
"90","ROBBIZ","Robbery Of Business","CENTRAL",3,4,"01:50:00","Jan","2015","2015-01-23",-93.272743,44.935951
"91","AUTOTH","Motor Vehicle Theft","NEAR - NORTH",4,8,"02:32:00","Jan","2015","2015-01-23",-93.299423,44.995209
"92","DASLT2","2nd Deg Domes Aslt","HAWTHORNE",4,5,"04:21:00","Jan","2015","2015-01-23",-93.294472,45.00618
"93","TFMV","Theft From Motr Vehc","EAST PHILLIPS",3,7,"00:10:00","Jan","2015","2015-01-23",-93.245956,44.957512
"94","BURGD","Burglary Of Dwelling","KENWOOD",5,6,"21:00:00","Jan","2015","2015-01-23",-93.306633,44.95998
"95","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"07:45:00","Jan","2015","2015-01-23",-93.275436,44.977322
"96","SHOPLF","Shoplifting","NICOLLET ISLAND - EAST BANK",2,7,"08:49:00","Jan","2015","2015-01-23",-93.255852,44.98774
"97","THFTSW","Theft By Swindle","ELLIOT PARK",3,7,"12:00:00","Jan","2015","2015-01-23",-93.267174,44.96653
"98","THEFT","Other Theft","SEWARD",3,7,"23:00:00","Jan","2015","2015-01-23",-93.235786,44.954399
"99","BURGD","Burglary Of Dwelling","KENWOOD",5,6,"22:00:00","Jan","2015","2015-01-23",-93.312798,44.958488
"100","THEFT","Other Theft","POWDERHORN PARK",3,7,"20:00:00","Jan","2015","2015-01-23",-93.257088,44.938358
"101","BURGD","Burglary Of Dwelling","TANGLETOWN",5,6,"07:00:00","Jan","2015","2015-01-23",-93.277557,44.918812
"102","BURGD","Burglary Of Dwelling","JORDAN",4,6,"17:00:00","Jan","2015","2015-01-23",-93.304802,45.012939
"103","THEFT","Other Theft","WILLARD - HAY",4,7,"10:48:00","Jan","2015","2015-01-23",-93.300392,44.99971
"104","BURGB","Burglary Of Business","EAST ISLES",5,6,"23:20:00","Jan","2015","2015-01-23",-93.298592,44.952621
"105","TFPER","Theft From Person","WEST CALHOUN",5,7,"10:55:00","Jan","2015","2015-01-23",-93.326889,44.947071
"106","ARSON","Arson","HAWTHORNE",4,10,"23:16:00","Jan","2015","2015-01-23",-93.284462,45.009811
"107","BURGB","Burglary Of Business","EAST ISLES",5,6,"15:00:00","Jan","2015","2015-01-23",-93.297569,44.956291
"108","THEFT","Other Theft","HAWTHORNE",4,7,"11:35:00","Jan","2015","2015-01-23",-93.291428,45.01078
"109","BURGD","Burglary Of Dwelling","JORDAN",4,6,"12:00:00","Jan","2015","2015-01-23",-93.294518,45.005379
"110","THEFT","Other Theft","HAWTHORNE",4,7,"17:54:00","Jan","2015","2015-01-23",-93.288429,45.000069
"111","THEFT","Other Theft","DOWNTOWN WEST",1,7,"13:56:00","Jan","2015","2015-01-23",-93.273842,44.979221
"112","THEFT","Other Theft","WILLARD - HAY",4,7,"09:00:00","Jan","2015","2015-01-23",-93.31369,45.004761
"113","THEFT","Other Theft","PROSPECT PARK - EAST RIVER ROAD",2,7,"12:00:00","Jan","2015","2015-01-23",-93.209038,44.96867
"114","THEFT","Other Theft","NORTH LOOP",1,7,"23:00:00","Jan","2015","2015-01-23",-93.276611,44.987438
"115","THEFT","Other Theft","ST. ANTHONY WEST",2,7,"15:00:00","Jan","2015","2015-01-23",-93.261139,44.99781
"116","THEFT","Other Theft","TANGLETOWN",5,7,"14:00:00","Jan","2015","2015-01-23",-93.282318,44.913422
"117","BURGD","Burglary Of Dwelling","VICTORY",4,6,"18:57:00","Jan","2015","2015-01-23",-93.31765,45.025639
"118","THEFT","Other Theft","EAST ISLES",5,7,"09:00:00","Jan","2015","2015-01-23",-93.29525,44.958939
"119","SHOPLF","Shoplifting","NORTHEAST PARK",2,7,"14:39:00","Jan","2015","2015-01-23",-93.229698,45.00288
"120","THEFT","Other Theft","LYNDALE",5,7,"12:10:00","Jan","2015","2015-01-23",-93.283409,44.948189
"121","ROBPAG","Robbery Per Agg","CENTRAL",3,4,"15:50:00","Jan","2015","2015-01-23",-93.263802,44.937771
"122","TFMV","Theft From Motr Vehc","CAMDEN INDUSTRIAL",4,7,"02:58:00","Jan","2015","2015-01-23",-93.285477,45.0294
"123","SHOPLF","Shoplifting","PROSPECT PARK - EAST RIVER ROAD",2,7,"10:57:00","Jan","2015","2015-01-23",-93.226227,44.97348
"124","SHOPLF","Shoplifting","LONGFELLOW",3,7,"16:07:00","Jan","2015","2015-01-23",-93.236366,44.949348
"125","BURGD","Burglary Of Dwelling","HAWTHORNE",4,6,"14:38:00","Jan","2015","2015-01-23",-93.291428,45.01078
"126","TFMV","Theft From Motr Vehc","SEWARD",3,7,"11:25:00","Jan","2015","2015-01-23",-93.246483,44.963188
"127","THEFT","Other Theft","JORDAN",4,7,"16:12:00","Jan","2015","2015-01-23",-93.301888,45.007801
"128","BURGD","Burglary Of Dwelling","NORTHROP",3,6,"08:30:00","Jan","2015","2015-01-23",-93.250778,44.917648
"129","ROBPAG","Robbery Per Agg","CENTRAL",3,4,"18:55:00","Jan","2015","2015-01-23",-93.269836,44.948219
"130","THEFT","Other Theft","HOWE",3,7,"17:00:00","Jan","2015","2015-01-23",-93.229652,44.941071
"131","THEFT","Other Theft","DOWNTOWN WEST",1,7,"19:52:00","Jan","2015","2015-01-23",-93.273247,44.97493
"132","BURGD","Burglary Of Dwelling","HAWTHORNE",4,6,"19:00:00","Jan","2015","2015-01-23",-93.292122,45.003021
"133","BURGD","Burglary Of Dwelling","ARMATAGE",5,6,"18:30:00","Jan","2015","2015-01-23",-93.31411,44.893822
"134","ROBPER","Robbery Of Person","WHITTIER",5,4,"21:26:00","Jan","2015","2015-01-23",-93.281792,44.95295
"135","ASLT2","Asslt W/dngrs Weapon","POWDERHORN PARK",3,5,"14:00:00","Jan","2015","2015-01-24",-93.252449,44.941349
"136","TFMV","Theft From Motr Vehc","MIDTOWN PHILLIPS",3,7,"14:50:00","Jan","2015","2015-01-24",-93.261848,44.956631
"137","THEFT","Other Theft","LOWRY HILL EAST",5,7,"00:59:00","Jan","2015","2015-01-24",-93.296921,44.94939
"138","SHOPLF","Shoplifting","HIAWATHA",3,7,"01:51:00","Jan","2015","2015-01-24",-93.218407,44.920261
"139","AUTOTH","Motor Vehicle Theft","WINDOM PARK",2,8,"22:00:00","Jan","2015","2015-01-24",-93.247162,45.012409
"140","ROBPER","Robbery Of Person","LYNNHURST",5,4,"05:15:00","Jan","2015","2015-01-24",-93.297981,44.912338
"141","ROBPER","Robbery Of Person","ELLIOT PARK",1,4,"06:14:00","Jan","2015","2015-01-24",-93.257217,44.970581
"142","TFMV","Theft From Motr Vehc","CENTRAL",3,7,"18:30:00","Jan","2015","2015-01-24",-93.267761,44.948349
"143","ROBPER","Robbery Of Person","COMO",2,4,"06:20:00","Jan","2015","2015-01-24",-93.230759,44.987839
"144","THEFT","Other Theft","DOWNTOWN WEST",1,7,"20:30:00","Jan","2015","2015-01-24",-93.27243,44.981781
"145","BURGD","Burglary Of Dwelling","CLEVELAND",4,6,"21:00:00","Jan","2015","2015-01-24",-93.314262,45.020908
"146","THEFT","Other Theft","HOWE",3,7,"08:41:00","Jan","2015","2015-01-24",-93.226357,44.935398
"147","AUTOTH","Motor Vehicle Theft","HOLLAND",2,8,"18:00:00","Jan","2015","2015-01-24",-93.247528,45.01622
"148","THFTSW","Theft By Swindle","CEDAR - ISLES - DEAN",5,7,"17:30:00","Jan","2015","2015-01-24",-93.31794,44.95005
"149","THEFT","Other Theft","POWDERHORN PARK",3,7,"16:00:00","Jan","2015","2015-01-24",-93.25795,44.94595
"150","THEFT","Other Theft","DOWNTOWN WEST",1,7,"09:30:00","Jan","2015","2015-01-24",-93.273087,44.977379
"151","THEFT","Other Theft","LOWRY HILL",5,7,"12:09:00","Jan","2015","2015-01-24",-93.293449,44.96386
"152","BURGD","Burglary Of Dwelling","LORING PARK",1,6,"03:00:00","Jan","2015","2015-01-24",-93.282707,44.967529
"153","THEFT","Other Theft","DIAMOND LAKE",3,7,"21:30:00","Jan","2015","2015-01-24",-93.254822,44.899921
"154","AUTOTH","Motor Vehicle Theft","NEAR - NORTH",4,8,"12:00:00","Jan","2015","2015-01-24",-93.299759,44.98912
"155","BIKETF","Bike Theft","WHITTIER",5,7,"16:00:00","Jan","2015","2015-01-24",-93.279259,44.955761
"156","THEFT","Other Theft","DOWNTOWN WEST",1,7,"01:30:00","Jan","2015","2015-01-24",-93.274384,44.981289
"157","THEFT","Other Theft","DOWNTOWN WEST",1,7,"10:11:00","Jan","2015","2015-01-24",-93.272926,44.976681
"158","TFMV","Theft From Motr Vehc","LORING PARK",1,7,"16:45:00","Jan","2015","2015-01-24",-93.278229,44.97076
"159","THEFT","Other Theft","JORDAN",4,7,"18:00:00","Jan","2015","2015-01-24",-93.306953,45.00782
"160","ROBPER","Robbery Of Person","KING FIELD",5,4,"13:15:00","Jan","2015","2015-01-24",-93.278107,44.93005
"161","TMVP","Theft-motr Veh Parts","LONGFELLOW",3,7,"12:00:00","Jan","2015","2015-01-24",-93.236771,44.95229
"162","TFMV","Theft From Motr Vehc","WILLARD - HAY",4,7,"17:30:00","Jan","2015","2015-01-24",-93.314247,45.003868
"163","BURGD","Burglary Of Dwelling","CARAG",5,6,"09:00:00","Jan","2015","2015-01-24",-93.289131,44.947048
"164","BURGD","Burglary Of Dwelling","LOWRY HILL EAST",5,6,"17:00:00","Jan","2015","2015-01-24",-93.289993,44.950581
"165","ROBPER","Robbery Of Person","EAST PHILLIPS",3,4,"05:00:00","Jan","2015","2015-01-24",-93.24733,44.957329
"166","THEFT","Other Theft","NEAR - NORTH",4,7,"14:28:00","Jan","2015","2015-01-24",-93.2892,44.998249
"167","TFMV","Theft From Motr Vehc","MINNEHAHA",3,7,"17:00:00","Jan","2015","2015-01-24",-93.22245,44.911888
"168","THEFT","Other Theft","LOWRY HILL EAST",5,7,"14:07:00","Jan","2015","2015-01-24",-93.293808,44.94957
"169","THEFT","Other Theft","LOWRY HILL EAST",5,7,"01:30:00","Jan","2015","2015-01-24",-93.296921,44.94939
"170","THEFT","Other Theft","ST. ANTHONY WEST",2,7,"12:05:00","Jan","2015","2015-01-24",-93.260651,44.994511
"171","BURGD","Burglary Of Dwelling","BANCROFT",3,6,"09:00:00","Jan","2015","2015-01-24",-93.257057,44.93272
"172","THEFT","Other Theft","WHITTIER",5,7,"13:30:00","Jan","2015","2015-01-24",-93.277924,44.94836
"173","TFMV","Theft From Motr Vehc","STEVENS SQUARE - LORING HEIGHTS",5,7,"00:00:00","Jan","2015","2015-01-24",-93.272751,44.962688
"174","THEFT","Other Theft","SEWARD",3,7,"12:00:00","Jan","2015","2015-01-24",-93.222717,44.95359
"175","TFMV","Theft From Motr Vehc","POWDERHORN PARK",3,7,"18:25:00","Jan","2015","2015-01-24",-93.262268,44.948101
"176","DASTR","Domestic Assault/Strangulation","FOLWELL",4,5,"17:00:00","Jan","2015","2015-01-24",-93.293823,45.01836
"177","ASLT3","Aslt-sgnfcnt Bdly Hm","COMO",2,5,"20:16:00","Jan","2015","2015-01-24",-93.231918,44.987968
"178","TFMV","Theft From Motr Vehc","WENONAH",3,7,"17:00:00","Jan","2015","2015-01-24",-93.242706,44.901951
"179","ROBPAG","Robbery Per Agg","MIDTOWN PHILLIPS",3,4,"19:30:00","Jan","2015","2015-01-24",-93.260361,44.957821
"180","TFMV","Theft From Motr Vehc","VICTORY",4,7,"18:40:00","Jan","2015","2015-01-24",-93.311287,45.02615
"181","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"02:50:00","Jan","2015","2015-01-24",-93.272522,44.982868
"182","ROBPER","Robbery Of Person","LORING PARK",1,4,"21:00:00","Jan","2015","2015-01-24",-93.286911,44.97208
"183","ROBPAG","Robbery Per Agg","WILLARD - HAY",4,4,"00:06:00","Jan","2015","2015-01-25",-93.30822,44.993069
"184","TFPER","Theft From Person","LORING PARK",1,7,"23:55:00","Jan","2015","2015-01-25",-93.282387,44.974491
"185","BURGD","Burglary Of Dwelling","FIELD",3,6,"10:00:00","Jan","2015","2015-01-25",-93.273811,44.912022
"186","BURGD","Burglary Of Dwelling","MARCY HOLMES",2,6,"00:30:00","Jan","2015","2015-01-25",-93.233902,44.983459
"187","ROBPER","Robbery Of Person","WHITTIER",5,4,"00:00:00","Jan","2015","2015-01-25",-93.283623,44.962372
"188","CSCR","Crim Sex Cond-rape","LOGAN PARK",2,3,"16:00:00","Jan","2015","2015-01-25",-93.25737,45.005119
"189","THEFT","Other Theft","DOWNTOWN WEST",1,7,"22:30:00","Jan","2015","2015-01-25",-93.271667,44.98167
"190","ROBPAG","Robbery Per Agg","MARCY HOLMES",2,4,"02:32:00","Jan","2015","2015-01-25",-93.232658,44.984409
"191","BURGB","Burglary Of Business","WHITTIER",5,6,"04:00:00","Jan","2015","2015-01-25",-93.278343,44.96154
"192","THEFT","Other Theft","DOWNTOWN WEST",1,7,"22:00:00","Jan","2015","2015-01-25",-93.27301,44.980709
"193","AUTOTH","Motor Vehicle Theft","WILLARD - HAY",4,8,"03:00:00","Jan","2015","2015-01-25",-93.311699,44.993698
"194","THEFT","Other Theft","NICOLLET ISLAND - EAST BANK",2,7,"00:30:00","Jan","2015","2015-01-25",-93.25769,44.987808
"195","TFMV","Theft From Motr Vehc","NORTH LOOP",1,7,"21:00:00","Jan","2015","2015-01-25",-93.277031,44.986061
"196","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:00:00","Jan","2015","2015-01-25",-93.274933,44.977409
"197","THEFT","Other Theft","ELLIOT PARK",1,7,"21:00:00","Jan","2015","2015-01-25",-93.258911,44.968441
"198","THEFT","Other Theft","DOWNTOWN WEST",1,7,"01:30:00","Jan","2015","2015-01-25",-93.27301,44.980709
"199","THEFT","Other Theft","NORTH LOOP",1,7,"01:10:00","Jan","2015","2015-01-25",-93.27536,44.982891
"200","THEFT","Other Theft","MARCY HOLMES",2,7,"01:30:00","Jan","2015","2015-01-25",-93.235779,44.980492
"201","THEFT","Other Theft","DOWNTOWN WEST",1,7,"22:45:00","Jan","2015","2015-01-25",-93.27565,44.97316
"202","BURGD","Burglary Of Dwelling","LYNNHURST",5,6,"18:00:00","Jan","2015","2015-01-25",-93.296761,44.911419
"203","THEFT","Other Theft","LORING PARK",1,7,"08:15:00","Jan","2015","2015-01-25",-93.286819,44.968281
"204","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"12:11:00","Jan","2015","2015-01-25",-93.2724,44.976971
"205","THEFT","Other Theft","MARCY HOLMES",2,7,"14:00:00","Jan","2015","2015-01-25",-93.23645,44.979931
"206","THEFT","Other Theft","MARCY HOLMES",2,7,"11:00:00","Jan","2015","2015-01-25",-93.23539,44.981251
"207","THEFT","Other Theft","DOWNTOWN WEST",1,7,"12:00:00","Jan","2015","2015-01-25",-93.27211,44.975681
"208","THEFT","Other Theft","DOWNTOWN WEST",1,7,"01:50:00","Jan","2015","2015-01-25",-93.27301,44.980709
"209","THEFT","Other Theft","MARCY HOLMES",2,7,"12:00:00","Jan","2015","2015-01-25",-93.23645,44.979931
"210","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:40:00","Jan","2015","2015-01-25",-93.273064,44.980659
"211","THEFT","Other Theft","DOWNTOWN WEST",1,7,"02:00:00","Jan","2015","2015-01-25",-93.271751,44.979408
"212","THEFT","Other Theft","DOWNTOWN WEST",1,7,"02:00:00","Jan","2015","2015-01-25",-93.272499,44.97963
"213","SHOPLF","Shoplifting","LONGFELLOW",3,7,"16:14:00","Jan","2015","2015-01-25",-93.236366,44.949348
"214","ASLT2","Asslt W/dngrs Weapon","COMO",2,5,"17:09:00","Jan","2015","2015-01-25",-93.234779,44.987358
"215","SHOPLF","Shoplifting","LONGFELLOW",3,7,"18:20:00","Jan","2015","2015-01-25",-93.235672,44.951511
"216","BURGD","Burglary Of Dwelling","HOWE",3,6,"16:00:00","Jan","2015","2015-01-25",-93.207291,44.93676
"217","ROBBIZ","Robbery Of Business","MCKINLEY",4,4,"18:00:00","Jan","2015","2015-01-25",-93.286484,45.014912
"218","BURGD","Burglary Of Dwelling","WEBBER - CAMDEN",4,6,"18:10:00","Jan","2015","2015-01-25",-93.298149,45.034771
"219","BURGD","Burglary Of Dwelling","SEWARD",3,6,"15:45:00","Jan","2015","2015-01-25",-93.239571,44.962101
"220","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"19:48:00","Jan","2015","2015-01-25",-93.276093,44.97958
"221","DASLT2","2nd Deg Domes Aslt","MCKINLEY",4,5,"20:03:00","Jan","2015","2015-01-25",-93.28759,45.018261
