"","Offense","Description","Neighborhood","Precinct","UCRCode","Time","Month","Year","Date","Longitude","Latitude"
"6232","THEFT","Other Theft","ARMATAGE",5,7,"22:00:00","Jan","2015","2015-01-06",-93.309036,44.894081
"6233","THEFT","Other Theft","LYNDALE",5,7,"19:00:00","Jan","2015","2015-01-06",-93.277519,44.939838
"6234","THEFT","Other Theft","LOGAN PARK",2,7,"10:00:00","Jan","2015","2015-01-06",-93.25737,45.005341
"6235","THEFT","Other Theft","NORTH LOOP",1,7,"00:00:00","Jan","2015","2015-01-06",-93.276672,44.987999
"6236","THEFT","Other Theft","NORTH LOOP",1,7,"00:00:00","Jan","2015","2015-01-06",-93.2743,44.98983
"6237","THEFT","Other Theft","DOWNTOWN WEST",1,7,"14:30:00","Jan","2015","2015-01-06",-93.270149,44.98061
"6238","DASTR","Domestic Assault/Strangulation","LORING PARK",1,5,"12:10:00","Jan","2015","2015-01-06",-93.277107,44.969582
"6239","THEFT","Other Theft","MARCY HOLMES",2,7,"02:00:00","Jan","2015","2015-01-06",-93.236267,44.981892
"6240","THEFT","Other Theft","LORING PARK",1,7,"00:00:00","Jan","2015","2015-01-06",-93.277092,44.97044
"6241","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"15:20:00","Jan","2015","2015-01-06",-93.255257,44.958881
"6242","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:30:00","Jan","2015","2015-01-06",-93.262321,44.979961
"6243","SHOPLF","Shoplifting","WINDOM PARK",2,7,"12:30:00","Jan","2015","2015-01-06",-93.227219,45.006081
"6244","BURGD","Burglary Of Dwelling","HIAWATHA",3,6,"12:00:00","Jan","2015","2015-01-06",-93.214401,44.930031
"6245","BURGD","Burglary Of Dwelling","WHITTIER",5,6,"00:00:00","Jan","2015","2015-01-06",-93.282501,44.95475
"6246","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:00:00","Jan","2015","2015-01-06",-93.271339,44.98045
"6247","THEFT","Other Theft","CEDAR RIVERSIDE",1,7,"13:34:00","Jan","2015","2015-01-06",-93.240829,44.967331
"6248","BURGD","Burglary Of Dwelling","STANDISH",3,6,"10:50:00","Jan","2015","2015-01-06",-93.231201,44.933071
"6249","ROBPER","Robbery Of Person","CEDAR RIVERSIDE",1,4,"14:14:00","Jan","2015","2015-01-06",-93.248421,44.96875
"6250","THEFT","Other Theft","ELLIOT PARK",1,7,"03:30:00","Jan","2015","2015-01-06",-93.266068,44.967819
"6251","THEFT","Other Theft","LOWRY HILL EAST",5,7,"23:00:00","Jan","2015","2015-01-06",-93.288498,44.949371
"6252","TBLDG","Theft From Building","DOWNTOWN WEST",1,7,"17:00:00","Jan","2015","2015-01-06",-93.264053,44.978271
"6253","TFMV","Theft From Motr Vehc","STEVENS SQUARE - LORING HEIGHTS",5,7,"10:00:00","Jan","2015","2015-01-06",-93.288002,44.9627
"6254","THEFT","Other Theft","DOWNTOWN WEST",1,7,"16:14:00","Jan","2015","2015-01-06",-93.275017,44.974751
"6255","TFMV","Theft From Motr Vehc","JORDAN",4,7,"17:10:00","Jan","2015","2015-01-06",-93.311348,45.006519
"6256","THEFT","Other Theft","DOWNTOWN WEST",1,7,"16:00:00","Jan","2015","2015-01-06",-93.280907,44.975601
"6257","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:30:00","Jan","2015","2015-01-06",-93.2733,44.9813
"6258","THEFT","Other Theft","LOWRY HILL EAST",5,7,"16:30:00","Jan","2015","2015-01-06",-93.293808,44.94957
"6259","SHOPLF","Shoplifting","LONGFELLOW",3,7,"15:58:00","Jan","2015","2015-01-06",-93.236366,44.949348
"6260","SHOPLF","Shoplifting","HIAWATHA",3,7,"17:34:00","Jan","2015","2015-01-06",-93.217651,44.919239
"6261","BURGB","Burglary Of Business","LOWRY HILL EAST",5,6,"07:00:00","Jan","2015","2015-01-06",-93.291451,44.960499
"6262","MVTHFT","Other Vehicle Theft","KENNY",5,8,"09:00:00","Jan","2015","2015-01-06",-93.296608,44.89352
"6263","BURGD","Burglary Of Dwelling","LONGFELLOW",3,6,"08:30:00","Jan","2015","2015-01-06",-93.218758,44.95179
"6264","BURGD","Burglary Of Dwelling","SEWARD",3,6,"08:45:00","Jan","2015","2015-01-06",-93.221291,44.95504
"6265","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"07:45:00","Jan","2015","2015-01-06",-93.280891,44.924702
"6266","BURGD","Burglary Of Dwelling","EAST HARRIET",5,6,"08:00:00","Jan","2015","2015-01-06",-93.291138,44.935219
"6267","ROBPAG","Robbery Per Agg","JORDAN",4,4,"20:35:00","Jan","2015","2015-01-06",-93.313652,45.009079
"6268","BURGD","Burglary Of Dwelling","WEBBER - CAMDEN",4,6,"21:25:00","Jan","2015","2015-01-06",-93.29023,45.025299
"6269","BURGD","Burglary Of Dwelling","EAST HARRIET",5,6,"12:00:00","Jan","2015","2015-01-06",-93.291138,44.935219
"6270","AUTOTH","Motor Vehicle Theft","WINDOM",5,8,"18:00:00","Jan","2015","2015-01-06",-93.282593,44.891232
"6271","BURGD","Burglary Of Dwelling","CARAG",5,6,"20:55:00","Jan","2015","2015-01-06",-93.290367,44.939999
"6272","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"12:16:00","Jan","2015","2015-01-05",-93.275017,44.974751
"6273","AUTOTH","Motor Vehicle Theft","LOWRY HILL EAST",5,8,"21:30:00","Jan","2015","2015-01-06",-93.296898,44.94939
"6274","ROBBIZ","Robbery Of Business","WINDOM PARK",2,4,"23:48:00","Jan","2015","2015-01-07",-93.236992,45.007702
"6275","TFPER","Theft From Person","HARRISON",4,7,"00:35:00","Jan","2015","2015-01-07",-93.306473,44.980061
"6276","ROBPER","Robbery Of Person","WHITTIER",5,4,"00:55:00","Jan","2015","2015-01-07",-93.274429,44.953941
"6277","BURGD","Burglary Of Dwelling","JORDAN",4,6,"02:23:00","Jan","2015","2015-01-07",-93.302803,45.010181
"6278","ASLT2","Asslt W/dngrs Weapon","NEAR - NORTH",4,5,"03:00:00","Jan","2015","2015-01-07",-93.286751,44.997742
"6279","ARSON","Arson","JORDAN",4,10,"01:45:00","Jan","2015","2015-01-07",-93.299438,45.00499
"6280","BURGD","Burglary Of Dwelling","POWDERHORN PARK",3,6,"19:00:00","Jan","2015","2015-01-07",-93.255836,44.938099
"6281","TFMV","Theft From Motr Vehc","SEWARD",3,7,"09:40:00","Jan","2015","2015-01-07",-93.240509,44.962528
"6282","THEFT","Other Theft","NORTHEAST PARK",2,7,"00:00:00","Jan","2015","2015-01-07",-93.224602,45.00766
"6283","TFMV","Theft From Motr Vehc","WEST CALHOUN",5,7,"08:00:00","Jan","2015","2015-01-07",-93.318459,44.947369
"6284","THEFT","Other Theft","HOLLAND",2,7,"22:00:00","Jan","2015","2015-01-07",-93.262917,45.00845
"6285","BURGB","Burglary Of Business","SEWARD",3,6,"11:30:00","Jan","2015","2015-01-07",-93.237541,44.9571
"6286","BURGD","Burglary Of Dwelling","FOLWELL",4,6,"10:00:00","Jan","2015","2015-01-07",-93.296494,45.022041
"6287","THEFT","Other Theft","POWDERHORN PARK",3,7,"00:00:00","Jan","2015","2015-01-07",-93.260406,44.941132
"6288","THEFT","Other Theft","NORTHROP",3,7,"15:04:00","Jan","2015","2015-01-07",-93.253311,44.923809
"6289","TFMV","Theft From Motr Vehc","STEVENS SQUARE - LORING HEIGHTS",5,7,"20:00:00","Jan","2015","2015-01-07",-93.270538,44.96381
"6290","THEFT","Other Theft","DOWNTOWN WEST",1,7,"03:00:00","Jan","2015","2015-01-07",-93.269501,44.976109
"6291","THEFT","Other Theft","WINDOM PARK",2,7,"12:30:00","Jan","2015","2015-01-07",-93.247551,45.006199
"6292","THEFT","Other Theft","DOWNTOWN WEST",1,7,"01:30:00","Jan","2015","2015-01-07",-93.2733,44.9813
"6293","ASLT2","Asslt W/dngrs Weapon","NEAR - NORTH",4,5,"12:00:00","Jan","2015","2015-01-07",-93.299232,44.988739
"6294","TFMV","Theft From Motr Vehc","CEDAR RIVERSIDE",1,7,"18:21:00","Jan","2015","2015-01-06",-93.248367,44.96936
"6295","THEFT","Other Theft","ELLIOT PARK",1,7,"00:00:00","Jan","2015","2015-01-07",-93.268723,44.968319
"6296","ROBBIZ","Robbery Of Business","JORDAN",4,4,"12:31:00","Jan","2015","2015-01-07",-93.311348,45.006519
"6297","BURGD","Burglary Of Dwelling","EAST ISLES",5,6,"19:00:00","Jan","2015","2015-01-07",-93.304153,44.951241
"6298","AUTOTH","Motor Vehicle Theft","WEBBER - CAMDEN",4,8,"14:29:00","Jan","2015","2015-01-07",-93.28833,45.029861
"6299","TFMV","Theft From Motr Vehc","EAST PHILLIPS",3,7,"11:30:00","Jan","2015","2015-01-07",-93.249962,44.948372
"6300","BURGD","Burglary Of Dwelling","AUDUBON PARK",2,6,"15:21:00","Jan","2015","2015-01-07",-93.24398,45.01543
"6301","THEFT","Other Theft","DOWNTOWN WEST",1,7,"17:00:00","Jan","2015","2015-01-07",-93.275017,44.974751
"6302","AUTOTH","Motor Vehicle Theft","FOLWELL",4,8,"12:00:00","Jan","2015","2015-01-07",-93.308258,45.020458
"6303","THEFT","Other Theft","WINDOM PARK",2,7,"16:00:00","Jan","2015","2015-01-07",-93.240799,45.008518
"6304","TFMV","Theft From Motr Vehc","POWDERHORN PARK",3,7,"17:45:00","Jan","2015","2015-01-07",-93.260757,44.948009
"6305","AUTOTH","Motor Vehicle Theft","HOLLAND",2,8,"18:10:00","Jan","2015","2015-01-07",-93.262939,45.013168
"6306","AUTOTH","Motor Vehicle Theft","PHILLIPS WEST",3,8,"19:04:00","Jan","2015","2015-01-07",-93.263046,44.94931
"6307","THEFT","Other Theft","HIAWATHA",3,7,"00:00:00","Jan","2015","2015-01-05",-93.210838,44.914188
"6308","THEFT","Other Theft","UNIVERSITY OF MINNESOTA",2,7,"18:30:00","Jan","2015","2015-01-07",-93.228821,44.973518
"6309","BURGD","Burglary Of Dwelling","COLUMBIA PARK",2,6,"20:09:00","Jan","2015","2015-01-07",-93.266602,45.034241
"6310","THEFT","Other Theft","HAWTHORNE",4,7,"19:00:00","Jan","2015","2015-01-07",-93.286453,45.00771
"6311","TFMV","Theft From Motr Vehc","DOWNTOWN WEST",1,7,"18:50:00","Jan","2015","2015-01-07",-93.272049,44.975281
"6312","THEFT","Other Theft","NORTH LOOP",1,7,"09:00:00","Jan","2015","2015-01-07",-93.279541,44.988949
"6313","TFMV","Theft From Motr Vehc","LOWRY HILL EAST",5,7,"20:00:00","Jan","2015","2015-01-07",-93.297379,44.94865
"6314","BURGD","Burglary Of Dwelling","WEBBER - CAMDEN",4,6,"13:00:00","Jan","2015","2015-01-07",-93.297958,45.034481
"6315","THEFT","Other Theft","LYNDALE",5,7,"12:00:00","Jan","2015","2015-01-07",-93.277924,44.94836
"6316","ASLT2","Asslt W/dngrs Weapon","CEDAR RIVERSIDE",1,5,"00:00:00","Jan","2015","2015-01-08",-93.24614,44.969479
"6317","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"19:59:00","Jan","2015","2015-01-08",-93.259483,44.949329
"6318","SHOPLF","Shoplifting","LONGFELLOW",3,7,"19:00:00","Jan","2015","2015-01-08",-93.235672,44.951511
"6319","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:50:00","Jan","2015","2015-01-08",-93.2771,44.97678
"6320","BURGD","Burglary Of Dwelling","COMO",2,6,"18:30:00","Jan","2015","2015-01-08",-93.220444,44.990929
"6321","ROBPAG","Robbery Per Agg","LIND - BOHANON",4,4,"01:25:00","Jan","2015","2015-01-08",-93.28833,45.036449
"6322","THEFT","Other Theft","DOWNTOWN WEST",1,7,"12:35:00","Jan","2015","2015-01-08",-93.275017,44.974751
"6323","AUTOTH","Motor Vehicle Theft","LIND - BOHANON",4,8,"18:30:00","Jan","2015","2015-01-08",-93.290543,45.045582
"6324","ROBBIZ","Robbery Of Business","EAST PHILLIPS",3,4,"06:35:00","Jan","2015","2015-01-08",-93.247383,44.951962
"6325","DASLT2","2nd Deg Domes Aslt","WILLARD - HAY",4,5,"06:31:00","Jan","2015","2015-01-08",-93.314247,45.003422
"6326","THEFT","Other Theft","AUDUBON PARK",2,7,"04:00:00","Jan","2015","2015-01-08",-93.247147,45.016682
"6327","THEFT","Other Theft","DOWNTOWN WEST",1,7,"07:22:00","Jan","2015","2015-01-08",-93.27282,44.975529
"6328","AUTOTH","Motor Vehicle Theft","LOWRY HILL EAST",5,8,"22:00:00","Jan","2015","2015-01-08",-93.290176,44.960381
"6329","CSCR","Crim Sex Cond-rape","KENWOOD",5,3,"19:00:00","Jan","2015","2015-01-08",-93.313293,44.956181
"6330","SHOPLF","Shoplifting","NORTHROP",3,7,"14:25:00","Jan","2015","2015-01-08",-93.24762,44.91655
"6331","THEFT","Other Theft","WHITTIER",5,7,"21:00:00","Jan","2015","2015-01-08",-93.279167,44.955952
"6332","THEFT","Other Theft","MARCY HOLMES",2,7,"23:10:00","Jan","2015","2015-01-08",-93.235573,44.98056
"6333","BURGD","Burglary Of Dwelling","LOGAN PARK",2,6,"09:00:00","Jan","2015","2015-01-08",-93.256088,45.004719
"6334","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"14:30:00","Jan","2015","2015-01-08",-93.261848,44.956631
"6335","ROBPER","Robbery Of Person","EAST PHILLIPS",3,4,"10:10:00","Jan","2015","2015-01-08",-93.245956,44.957512
"6336","THEFT","Other Theft","CENTRAL",3,7,"00:00:00","Jan","2015","2015-01-08",-93.272369,44.937481
"6337","THEFT","Other Theft","DOWNTOWN EAST",1,7,"17:00:00","Jan","2015","2015-01-08",-93.254761,44.971481
"6338","THEFT","Other Theft","DOWNTOWN WEST",1,7,"11:00:00","Jan","2015","2015-01-08",-93.279762,44.978199
"6339","THEFT","Other Theft","FOLWELL",4,7,"11:30:00","Jan","2015","2015-01-08",-93.294701,45.02071
"6340","TFMV","Theft From Motr Vehc","CENTRAL",3,7,"12:00:00","Jan","2015","2015-01-08",-93.264778,44.946899
"6341","AUTOTH","Motor Vehicle Theft","CORCORAN",3,8,"14:00:00","Jan","2015","2015-01-08",-93.236298,44.940651
"6342","THFTSW","Theft By Swindle","DOWNTOWN WEST",1,7,"14:30:00","Jan","2015","2015-01-08",-93.269508,44.97575
"6343","THEFT","Other Theft","WINDOM",5,7,"00:00:00","Jan","2015","2015-01-08",-93.286102,44.89846
"6344","SHOPLF","Shoplifting","WHITTIER",5,7,"15:23:00","Jan","2015","2015-01-08",-93.277763,44.949291
"6345","TFMV","Theft From Motr Vehc","ELLIOT PARK",1,7,"19:00:00","Jan","2015","2015-01-08",-93.268723,44.968319
"6346","TFMV","Theft From Motr Vehc","ST. ANTHONY EAST",2,7,"17:25:00","Jan","2015","2015-01-08",-93.256058,44.99733
"6347","BURGD","Burglary Of Dwelling","VICTORY",4,6,"14:00:00","Jan","2015","2015-01-08",-93.313072,45.024872
"6348","BURGD","Burglary Of Dwelling","SEWARD",3,6,"11:00:00","Jan","2015","2015-01-08",-93.231949,44.956139
"6349","THEFT","Other Theft","EAST PHILLIPS",3,7,"18:00:00","Jan","2015","2015-01-08",-93.240913,44.948502
"6350","THEFT","Other Theft","LONGFELLOW",3,7,"18:50:00","Jan","2015","2015-01-08",-93.234917,44.950909
"6351","THEFT","Other Theft","DOWNTOWN EAST",1,7,"11:49:00","Jan","2015","2015-01-04",-93.25695,44.975811
"6352","SHOPLF","Shoplifting","DOWNTOWN WEST",1,7,"20:00:00","Jan","2015","2015-01-08",-93.2724,44.976971
"6353","BURGD","Burglary Of Dwelling","LONGFELLOW",3,6,"14:00:00","Jan","2015","2015-01-08",-93.230469,44.94722
"6354","ROBPAG","Robbery Per Agg","NEAR - NORTH",4,4,"23:45:00","Jan","2015","2015-01-09",-93.295639,44.995232
"6355","BURGD","Burglary Of Dwelling","LYNDALE",5,6,"19:00:00","Jan","2015","2015-01-09",-93.278442,44.941898
"6356","DASTR","Domestic Assault/Strangulation","NEAR - NORTH",4,5,"00:40:00","Jan","2015","2015-01-09",-93.291458,44.99815
"6357","TFMV","Theft From Motr Vehc","WAITE PARK",2,7,"22:30:00","Jan","2015","2015-01-09",-93.247131,45.030849
"6358","TFMV","Theft From Motr Vehc","LYNNHURST",5,7,"21:00:00","Jan","2015","2015-01-09",-93.289932,44.913971
"6359","BURGD","Burglary Of Dwelling","ERICSSON",3,6,"21:00:00","Jan","2015","2015-01-09",-93.219452,44.91684
"6360","THEFT","Other Theft","WILLARD - HAY",4,7,"00:00:00","Jan","2015","2015-01-09",-93.316399,44.985279
"6361","TFMV","Theft From Motr Vehc","FOLWELL",4,7,"08:40:00","Jan","2015","2015-01-09",-93.296494,45.0233
"6362","TFMV","Theft From Motr Vehc","WAITE PARK",2,7,"22:00:00","Jan","2015","2015-01-09",-93.24585,45.03088
"6363","THEFT","Other Theft","STEVENS SQUARE - LORING HEIGHTS",5,7,"17:10:00","Jan","2015","2015-01-09",-93.27565,44.965969
"6364","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"14:50:00","Jan","2015","2015-01-09",-93.261887,44.95892
"6365","BURGD","Burglary Of Dwelling","LYNNHURST",5,6,"07:00:00","Jan","2015","2015-01-09",-93.288673,44.911598
"6366","TFMV","Theft From Motr Vehc","MIDTOWN PHILLIPS",3,7,"13:00:00","Jan","2015","2015-01-09",-93.262161,44.958141
"6367","SHOPLF","Shoplifting","LYNDALE",5,7,"09:32:00","Jan","2015","2015-01-09",-93.287781,44.937981
"6368","BIKETF","Bike Theft","MARCY HOLMES",2,7,"00:00:00","Jan","2015","2015-01-09",-93.237862,44.980179
"6369","BURGD","Burglary Of Dwelling","WEBBER - CAMDEN",4,6,"10:00:00","Jan","2015","2015-01-09",-93.30378,45.034061
"6370","THEFT","Other Theft","DOWNTOWN EAST",1,7,"13:45:00","Jan","2015","2015-01-09",-93.25695,44.975811
"6371","TFPER","Theft From Person","WHITTIER",5,7,"11:26:00","Jan","2015","2015-01-09",-93.278374,44.958839
"6372","THEFT","Other Theft","DOWNTOWN WEST",1,7,"12:00:00","Jan","2015","2015-01-09",-93.269958,44.976841
"6373","THEFT","Other Theft","HARRISON",4,7,"22:00:00","Jan","2015","2015-01-09",-93.306793,44.980469
"6374","THEFT","Other Theft","LONGFELLOW",3,7,"11:57:00","Jan","2015","2015-01-09",-93.220169,44.94162
"6375","TFMV","Theft From Motr Vehc","LYNDALE",5,7,"10:00:00","Jan","2015","2015-01-09",-93.280869,44.948078
"6376","BURGD","Burglary Of Dwelling","ST. ANTHONY EAST",2,6,"18:30:00","Jan","2015","2015-01-09",-93.252617,44.995171
"6377","TFMV","Theft From Motr Vehc","MIDTOWN PHILLIPS",3,7,"12:50:00","Jan","2015","2015-01-09",-93.259666,44.959122
"6378","THEFT","Other Theft","DOWNTOWN WEST",1,7,"00:00:00","Jan","2015","2015-01-09",-93.272491,44.980042
"6379","AUTOTH","Motor Vehicle Theft","CENTRAL",3,8,"17:30:00","Jan","2015","2015-01-09",-93.263046,44.947479
"6380","SHOPLF","Shoplifting","LONGFELLOW",3,7,"13:32:00","Jan","2015","2015-01-09",-93.236366,44.949348
"6381","ROBPAG","Robbery Per Agg","FULTON",5,4,"16:35:00","Jan","2015","2015-01-09",-93.32299,44.91806
"6382","ASLT2","Asslt W/dngrs Weapon","VENTURA VILLAGE",3,5,"21:34:00","Jan","2015","2015-01-09",-93.255707,44.959572
"6383","TFMV","Theft From Motr Vehc","CARAG",5,7,"21:30:00","Jan","2015","2015-01-09",-93.290649,44.94836
"6384","THEFT","Other Theft","ECCO",5,7,"13:57:00","Jan","2015","2015-01-09",-93.298653,44.948212
"6385","BURGD","Burglary Of Dwelling","KING FIELD",5,6,"09:00:00","Jan","2015","2015-01-09",-93.28093,44.934898
"6386","TFMV","Theft From Motr Vehc","WHITTIER",5,7,"12:00:00","Jan","2015","2015-01-09",-93.276962,44.955021
"6387","THEFT","Other Theft","DOWNTOWN WEST",1,7,"16:00:00","Jan","2015","2015-01-09",-93.272926,44.976681
"6388","ASLT2","Asslt W/dngrs Weapon","CENTRAL",3,5,"20:05:00","Jan","2015","2015-01-09",-93.267319,44.946529
"6389","BURGD","Burglary Of Dwelling","MIDTOWN PHILLIPS",3,6,"16:00:00","Jan","2015","2015-01-09",-93.252831,44.952881
"6390","ASLT2","Asslt W/dngrs Weapon","ST. ANTHONY WEST",2,5,"19:43:00","Jan","2015","2015-01-09",-93.266411,44.995159
"6391","TFMV","Theft From Motr Vehc","SEWARD",3,7,"18:30:00","Jan","2015","2015-01-09",-93.242973,44.962448
"6392","AUTOTH","Motor Vehicle Theft","HAWTHORNE",4,8,"21:35:00","Jan","2015","2015-01-09",-93.284309,45.004631
"6393","ROBBIZ","Robbery Of Business","HAWTHORNE",4,4,"20:45:00","Jan","2015","2015-01-09",-93.291428,45.011101
"6394","AUTOTH","Motor Vehicle Theft","LOWRY HILL EAST",5,8,"00:30:00","Jan","2015","2015-01-09",-93.291283,44.94973
"6395","ROBPER","Robbery Of Person","POWDERHORN PARK",3,4,"21:40:00","Jan","2015","2015-01-09",-93.255013,44.942928
"6396","TFMV","Theft From Motr Vehc","POWDERHORN PARK",3,7,"20:30:00","Jan","2015","2015-01-10",-93.259064,44.934391
"6397","THEFT","Other Theft","DOWNTOWN WEST",1,7,"10:30:00","Jan","2015","2015-01-10",-93.275017,44.974751
"6398","BURGB","Burglary Of Business","NORTH LOOP",1,6,"00:16:00","Jan","2015","2015-01-10",-93.280037,44.98867
"6399","THEFT","Other Theft","NICOLLET ISLAND - EAST BANK",2,7,"01:30:00","Jan","2015","2015-01-10",-93.25769,44.987808
"6400","ASLT2","Asslt W/dngrs Weapon","FOLWELL",4,5,"01:29:00","Jan","2015","2015-01-10",-93.296852,45.013161
"6401","BURGB","Burglary Of Business","COMO",2,6,"04:13:00","Jan","2015","2015-01-10",-93.229347,44.987789
"6402","ROBPAG","Robbery Per Agg","WHITTIER",5,4,"04:15:00","Jan","2015","2015-01-10",-93.274429,44.953941
"6403","BURGB","Burglary Of Business","COMO",2,6,"04:05:00","Jan","2015","2015-01-10",-93.230392,44.987968
"6404","THEFT","Other Theft","MIDTOWN PHILLIPS",3,7,"12:00:00","Jan","2015","2015-01-10",-93.261307,44.954578
"6405","THEFT","Other Theft","LOWRY HILL EAST",5,7,"10:49:00","Jan","2015","2015-01-10",-93.293808,44.94957
"6406","THEFT","Other Theft","SHERIDAN",2,7,"11:30:00","Jan","2015","2015-01-10",-93.2715,45.003551
"6407","THEFT","Other Theft","ECCO",5,7,"12:20:00","Jan","2015","2015-01-10",-93.298653,44.94796
"6408","SHOPLF","Shoplifting","WHITTIER",5,7,"12:00:00","Jan","2015","2015-01-10",-93.277763,44.949291
"6409","SHOPLF","Shoplifting","WHITTIER",5,7,"12:30:00","Jan","2015","2015-01-10",-93.277763,44.949291
"6410","BURGB","Burglary Of Business","LOWRY HILL EAST",5,6,"00:00:00","Jan","2015","2015-01-10",-93.292252,44.952599
"6411","THEFT","Other Theft","BOTTINEAU",2,7,"14:50:00","Jan","2015","2015-01-10",-93.26638,45.013062
"6412","BURGD","Burglary Of Dwelling","LOWRY HILL",5,6,"14:16:00","Jan","2015","2015-01-10",-93.295998,44.961079
"6413","TFMV","Theft From Motr Vehc","NEAR - NORTH",4,7,"17:17:00","Jan","2015","2015-01-10",-93.281021,44.9958
"6414","BURGD","Burglary Of Dwelling","FULTON",5,6,"12:00:00","Jan","2015","2015-01-10",-93.311577,44.910439
"6415","BURGB","Burglary Of Business","LOWRY HILL EAST",5,6,"20:00:00","Jan","2015","2015-01-10",-93.292801,44.953468
"6416","THEFT","Other Theft","LONGFELLOW",3,7,"17:30:00","Jan","2015","2015-01-10",-93.236771,44.95229
"6417","THEFT","Other Theft","WHITTIER",5,7,"04:30:00","Jan","2015","2015-01-10",-93.282082,44.95052
"6418","THEFT","Other Theft","NORTHEAST PARK",2,7,"17:40:00","Jan","2015","2015-01-10",-93.228127,45.004391
"6419","THEFT","Other Theft","POWDERHORN PARK",3,7,"16:30:00","Jan","2015","2015-01-10",-93.261658,44.948071
"6420","THEFT","Other Theft","ECCO",5,7,"20:00:00","Jan","2015","2015-01-10",-93.298653,44.948078
"6421","THEFT","Other Theft","CARAG",5,7,"19:25:00","Jan","2015","2015-01-10",-93.297279,44.947441
"6422","ROBPAG","Robbery Per Agg","MCKINLEY",4,4,"20:00:00","Jan","2015","2015-01-10",-93.290199,45.022709
"6423","DASLT2","2nd Deg Domes Aslt","NEAR - NORTH",4,5,"19:38:00","Jan","2015","2015-01-10",-93.298103,44.994942
"6424","BURGD","Burglary Of Dwelling","WAITE PARK",2,6,"23:29:00","Jan","2015","2015-01-11",-93.247131,45.030849
"6425","SHOPLF","Shoplifting","HIAWATHA",3,7,"01:01:00","Jan","2015","2015-01-11",-93.218407,44.920261
"6426","ASLT2","Asslt W/dngrs Weapon","MCKINLEY",4,5,"00:20:00","Jan","2015","2015-01-11",-93.290207,45.023251
"6427","TFMV","Theft From Motr Vehc","LONGFELLOW",3,7,"23:00:00","Jan","2015","2015-01-11",-93.230797,44.94891
"6428","TFPER","Theft From Person","DOWNTOWN WEST",1,7,"01:25:00","Jan","2015","2015-01-11",-93.27301,44.980709
"6429","DASLT2","2nd Deg Domes Aslt","WILLARD - HAY",4,5,"02:15:00","Jan","2015","2015-01-11",-93.312447,44.991261
"6430","ASLT4","Aslt-police/emerg P","DOWNTOWN WEST",1,5,"03:22:00","Jan","2015","2015-01-11",-93.279762,44.978199
"6431","THEFT","Other Theft","LOWRY HILL EAST",5,7,"03:30:00","Jan","2015","2015-01-11",-93.288437,44.96059
"6432","AUTOTH","Motor Vehicle Theft","MIDTOWN PHILLIPS",3,8,"22:30:00","Jan","2015","2015-01-11",-93.255882,44.953861
"6433","BURGD","Burglary Of Dwelling","PHILLIPS WEST",3,6,"09:30:00","Jan","2015","2015-01-11",-93.266823,44.949089
"6434","BURGD","Burglary Of Dwelling","EAST ISLES",5,6,"20:00:00","Jan","2015","2015-01-11",-93.303192,44.94902
"6435","ASLT3","Aslt-sgnfcnt Bdly Hm","ECCO",5,5,"04:55:00","Jan","2015","2015-01-11",-93.30484,44.946308
"6436","TFMV","Theft From Motr Vehc","LONGFELLOW",3,7,"00:01:00","Jan","2015","2015-01-11",-93.232719,44.9487
"6437","TFMV","Theft From Motr Vehc","ARMATAGE",5,7,"16:00:00","Jan","2015","2015-01-11",-93.31646,44.90493
"6438","THEFT","Other Theft","WHITTIER",5,7,"21:00:00","Jan","2015","2015-01-11",-93.271118,44.960381
"6439","TFMV","Theft From Motr Vehc","FOLWELL",4,7,"23:00:00","Jan","2015","2015-01-11",-93.299019,45.01606
"6440","THEFT","Other Theft","NICOLLET ISLAND - EAST BANK",2,7,"00:30:00","Jan","2015","2015-01-11",-93.25769,44.987808
"6441","SHOPLF","Shoplifting","HIAWATHA",3,7,"09:02:00","Jan","2015","2015-01-11",-93.218407,44.920261
"6442","THEFT","Other Theft","NORTHROP",3,7,"22:00:00","Jan","2015","2015-01-11",-93.259148,44.91666
"6443","THEFT","Other Theft","WINDOM",5,7,"01:00:00","Jan","2015","2015-01-11",-93.27774,44.891251
"6444","ROBPER","Robbery Of Person","DOWNTOWN WEST",1,4,"02:00:00","Jan","2015","2015-01-11",-93.272781,44.980141
"6445","BURGB","Burglary Of Business","CARAG",5,6,"15:00:00","Jan","2015","2015-01-11",-93.297409,44.944019
"6446","AUTOTH","Motor Vehicle Theft","CENTRAL",3,8,"10:45:00","Jan","2015","2015-01-11",-93.270638,44.945301
"6447","TFMV","Theft From Motr Vehc","LOWRY HILL",5,7,"00:30:00","Jan","2015","2015-01-11",-93.292702,44.961552
